101109.0, 101106.97182076334, 101114.05837128499, 101104.23900182339, 101096.9240233128, 101104.98492896173, 101090.15738644978, 101072.22491420206, 101085.57025287017, 101073.40221374179, 101061.73533826038, 101076.22844105841, 101067.9248536702, 101053.13367361293, 101056.78336771227, 101051.87153931649, 101037.74536887852, 101039.4245436527, 101042.3359022094, 101022.75722847869, 101014.86125292127, 101018.45912930275, 101010.88634296072, 101002.82269691021, 101008.78546296257, 101008.78546296257
101081.0, 101059.89679756526, 101068.04084422573, 101027.76840576563, 101019.07208856256, 101029.06005046511, 101014.76173409552, 101009.91042804635, 101015.89007407254, 101004.26305892717, 100993.76434231007, 101001.37812903845, 100996.74795261251, 100981.76251368383, 100991.51612492786, 100995.06665860798, 100981.84653432705, 100987.70013387885, 100995.42521084208, 100979.63985096262, 100982.92516636249, 100987.47664249802, 100965.2048133243, 100959.77046292725, 100962.01595556166, 100962.01595556166
101105.0, 101098.05563026904, 101103.8815679583, 101081.5487711391, 101076.93317119984, 101088.07470860633, 101071.13678623109, 101065.51676224999, 101058.04838426952, 101052.66378647917, 101035.90317905619, 101035.96187997675, 101027.49365266308, 100998.06094032299, 100990.6527919022, 100989.08568435594, 100972.39498587738, 100976.68055709601, 100972.23737567713, 100959.8131443771, 100958.78416715987, 100964.89802449777, 100950.15564787562, 100950.32490171406, 100957.71680572141, 100957.71680572141
101066.0, 101059.62070819786, 101063.70186505589, 101050.27562366387, 101041.26921476082, 101043.194015028, 101023.4778832384, 101012.45054628687, 101026.14435107452, 101008.11691957786, 100996.5691875244, 101002.94114000027, 101006.87701414966, 100986.59552472657, 100986.03885452542, 100977.39496972365, 100948.18206202427, 100950.04688708468, 100947.12383501582, 100927.65793848991, 100914.13765448303, 100919.41645256575, 100907.10112148612, 100897.75090812612, 100908.79863307573, 100908.79863307573
101085.0, 101078.63352692006, 101084.33228438253, 101062.56446990998, 101058.45352233021, 101068.81553653741, 101066.15045464702, 101049.85802788906, 101048.23927025891, 101036.03070817004, 101019.69182166364, 101029.60674658295, 101028.44534627162, 101016.93875113483, 101021.40896543814, 101020.89505135658, 101006.07165962018, 101003.58896011313, 101002.93840568051, 100990.21754786554, 100991.65056000714, 100998.90196184315, 100986.47710917263, 100984.39861716547, 101001.58426434928, 101001.58426434928
101113.0, 101112.56429635845, 101118.375314168, 101102.62977436348, 101096.10498722305, 101103.54320412058, 101101.05797816605, 101088.17608453121, 101087.0506737754, 101087.11423435507, 101080.45727124381, 101085.06943699163, 101086.92727347718, 101077.0856995919, 101094.0756674482, 101086.8914922219, 101066.3828230057, 101059.68346607858, 101061.66882095709, 101055.1686148157, 101046.83631723757, 101059.26931994624, 101041.04132917144, 101041.37955306908, 101048.08887756811, 101048.08887756811
101071.0, 101069.24282691568, 101073.26472598156, 101049.51980428379, 101046.22518559979, 101047.227274334, 101035.60516880754, 101018.87485595021, 101022.78651049692, 101014.87484561601, 101004.97228170153, 101019.98121186513, 101018.54393420818, 101008.94617720968, 101002.02669436288, 101002.55659085578, 100984.12573791345, 100981.62913297201, 100979.66172977877, 100963.74686895071, 100971.11734611967, 100979.00601612062, 100958.26626409, 100958.12893147953, 100960.5746670752, 100960.5746670752
101083.0, 101079.62218092098, 101077.54660445837, 101065.63720901051, 101062.20351351715, 101072.14096713973, 101067.48888625539, 101055.60028915489, 101051.65345835176, 101039.37179136337, 101017.40874923256, 101029.10090856206, 101026.40523008579, 101015.80762025881, 101016.79289668465, 101018.43945907541, 101000.48332858263, 101005.02449808501, 101006.17908377964, 100992.29645044808, 100990.38969483708, 100996.72188482383, 100978.5612276162, 100969.38028043194, 100980.06496933615, 100980.06496933615
101086.0, 101078.34170098705, 101086.89249737492, 101068.80115456198, 101061.44582205889, 101072.48771482904, 101066.53125273442, 101060.79496803168, 101071.70354257467, 101059.78878601623, 101052.32947737383, 101055.64415896036, 101051.72497574249, 101036.70818182349, 101041.13524903815, 101050.48603464395, 101034.98095770196, 101038.197875324, 101045.1858045687, 101030.0986666979, 101023.32104652577, 101026.82645760347, 101009.52824255414, 101002.37309969086, 100993.67979007142, 100993.67979007142
101115.0, 101114.32107992713, 101125.08588087338, 101116.18662080317, 101114.89354002611, 101133.09369347214, 101115.9021954246, 101092.14520423822, 101099.03947850571, 101095.4746208725, 101082.03382896897, 101086.53482205924, 101085.79047201591, 101071.494541976, 101062.19167882793, 101062.08556607271, 101043.76161734835, 101051.31140444183, 101050.8853855203, 101037.22095844946, 101033.78899909361, 101028.0306697628, 101017.99484721557, 101014.30356473767, 101020.88149437444, 101020.88149437444
